time_utc,total_production_active_power_kW
2024-04-09 15:45:00+00:00,4509.83642578125
2024-04-09 16:00:00+00:00,3876.77001953125
2024-04-09 16:15:00+00:00,3208.35229492188
2024-04-09 16:30:00+00:00,2524.56005859375
2024-04-09 16:45:00+00:00,1859.27331542969
2024-04-09 17:00:00+00:00,1241.42663574219
2024-04-09 17:15:00+00:00,724.166687011719
2024-04-09 17:30:00+00:00,352.869995117188
2024-04-09 17:45:00+00:00,126.065551757813
2024-04-09 18:00:00+00:00,0.0
2024-04-09 18:15:00+00:00,0.0
2024-04-09 18:30:00+00:00,0.0
2024-04-09 18:45:00+00:00,0.0
2024-04-09 19:00:00+00:00,0.0
2024-04-09 19:15:00+00:00,0.0
2024-04-09 19:30:00+00:00,0.0
2024-04-09 19:45:00+00:00,0.0
2024-04-09 20:00:00+00:00,0.0
2024-04-09 20:15:00+00:00,0.0
2024-04-09 20:30:00+00:00,0.0
2024-04-09 20:45:00+00:00,0.0
2024-04-09 21:00:00+00:00,0.0
2024-04-09 21:15:00+00:00,0.0
2024-04-09 21:30:00+00:00,0.0
2024-04-09 21:45:00+00:00,0.0
2024-04-09 22:00:00+00:00,0.0
2024-04-09 22:15:00+00:00,0.0
2024-04-09 22:30:00+00:00,0.0
2024-04-09 22:45:00+00:00,0.0
2024-04-09 23:00:00+00:00,0.0
2024-04-09 23:15:00+00:00,0.0
2024-04-09 23:30:00+00:00,0.0
2024-04-09 23:45:00+00:00,0.0
2024-04-10 00:00:00+00:00,0.0
2024-04-10 00:15:00+00:00,0.0
2024-04-10 00:30:00+00:00,0.0
2024-04-10 00:45:00+00:00,0.0
2024-04-10 01:00:00+00:00,0.0
2024-04-10 01:15:00+00:00,0.0
2024-04-10 01:30:00+00:00,0.0
2024-04-10 01:45:00+00:00,0.0
2024-04-10 02:00:00+00:00,0.0
2024-04-10 02:15:00+00:00,0.0
2024-04-10 02:30:00+00:00,0.0
2024-04-10 02:45:00+00:00,0.0
2024-04-10 03:00:00+00:00,0.0
2024-04-10 03:15:00+00:00,0.0
2024-04-10 03:30:00+00:00,0.0
2024-04-10 03:45:00+00:00,0.0
2024-04-10 04:00:00+00:00,0.0
2024-04-10 04:15:00+00:00,0.0
2024-04-10 04:30:00+00:00,0.0
2024-04-10 04:45:00+00:00,0.0
2024-04-10 05:00:00+00:00,0.0
2024-04-10 05:15:00+00:00,0.0
2024-04-10 05:30:00+00:00,3.25333333015442
2024-04-10 05:45:00+00:00,272.678894042969
2024-04-10 06:00:00+00:00,663.2177734375
2024-04-10 06:15:00+00:00,1209.72778320313
2024-04-10 06:30:00+00:00,1835.84338378906
2024-04-10 06:45:00+00:00,2503.84008789063
2024-04-10 07:00:00+00:00,3194.8544921875
2024-04-10 07:15:00+00:00,3872.50341796875
2024-04-10 07:30:00+00:00,4522.306640625
2024-04-10 07:45:00+00:00,5139.41455078125
2024-04-10 08:00:00+00:00,5701.69873046875
