# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-02-03T00:00:00.0/2024-02-04T00:00:00.0;5527.6890;3875.5278;2924.4841;951.0437;6518.7773;3296.4575;2072.0881;1224.3694;4463.4697;0.9785
2024-02-04T00:00:00.0/2024-02-05T00:00:00.0;5581.0806;4036.6201;3271.2056;765.4144;7434.4419;3822.8306;2851.9265;970.9042;6477.6880;0.9830
2024-02-05T00:00:00.0/2024-02-06T00:00:00.0;5635.2715;4105.5117;3473.0173;632.4941;7844.1992;4052.6042;3361.8701;690.7341;7590.0776;0.9823
2024-02-06T00:00:00.0/2024-02-07T00:00:00.0;5690.2358;4209.1206;3529.0286;680.0919;7931.7280;3915.4236;2933.6018;981.8217;6637.5083;0.9816
2024-02-07T00:00:00.0/2024-02-08T00:00:00.0;5745.9131;4031.9678;3138.3240;893.6438;6838.9907;3679.5916;2327.7510;1351.8405;5156.5850;0.9812
2024-02-08T00:00:00.0/2024-02-09T00:00:00.0;5802.3491;4005.3992;2605.7737;1399.6255;5615.9570;2549.5476;1213.8950;1335.6526;2664.5251;0.9806
2024-02-09T00:00:00.0/2024-02-10T00:00:00.0;5859.4785;4202.8745;3289.6431;913.2315;7069.8696;3756.3799;2605.2244;1151.1555;5285.2681;0.9799
2024-02-10T00:00:00.0/2024-02-11T00:00:00.0;5917.2744;4187.3882;3245.8191;941.5693;6968.5625;3370.5127;1449.0090;1921.5037;3384.5862;0.9847
2024-02-11T00:00:00.0/2024-02-12T00:00:00.0;5975.7090;3467.9346;1477.6368;1990.2976;2908.0903;930.0074;8.8828;921.1246;25.1484;0.9837
2024-02-12T00:00:00.0/2024-02-13T00:00:00.0;6034.8369;4360.2261;3302.9126;1057.3136;6931.4409;3483.8799;2043.9253;1439.9546;3954.5981;0.9823
2024-02-13T00:00:00.0/2024-02-14T00:00:00.0;6094.4780;4449.0889;3640.1885;808.9003;7716.4771;4449.0889;3640.1885;808.9003;7716.4771;0.9816
2024-02-14T00:00:00.0/2024-02-15T00:00:00.0;6154.6758;4417.1958;3448.1274;969.0683;7197.5874;2340.9775;1302.1578;1038.8196;2788.0925;0.9809
2024-02-15T00:00:00.0/2024-02-16T00:00:00.0;6215.4019;4467.3403;3496.0842;971.2559;7199.8291;4017.9753;2887.9912;1129.9841;5697.7256;0.9802
2024-02-16T00:00:00.0/2024-02-17T00:00:00.0;6276.6289;4564.0933;3698.6230;865.4700;7622.0547;4424.4214;3440.0142;984.4072;7159.6621;0.9795
2024-02-17T00:00:00.0/2024-02-18T00:00:00.0;6338.3286;4566.6294;3581.1765;985.4527;7314.5337;4566.6294;3581.1765;985.4527;7314.5337;0.9840
2024-02-18T00:00:00.0/2024-02-19T00:00:00.0;6400.4731;4675.3623;3807.0532;868.3090;7802.9390;4675.3623;3807.0532;868.3090;7802.9390;0.9833
2024-02-19T00:00:00.0/2024-02-20T00:00:00.0;6463.0801;4539.9126;3255.2825;1284.6299;6437.7793;3971.2468;2216.1494;1755.0974;4322.6851;0.9823
2024-02-20T00:00:00.0/2024-02-21T00:00:00.0;6526.0498;4622.8877;3431.5747;1191.3129;6834.1182;3289.4695;997.0935;2292.3757;2320.5474;0.9816
2024-02-21T00:00:00.0/2024-02-22T00:00:00.0;6589.3838;4679.7930;3523.9172;1155.8757;7126.0137;1622.2211;63.0667;1559.1543;153.1802;0.9812
2024-02-22T00:00:00.0/2024-02-23T00:00:00.0;6653.0552;4764.1763;3747.0867;1017.0897;7450.1289;2469.4563;703.5485;1765.9077;1845.1577;0.9750
2024-02-23T00:00:00.0/2024-02-24T00:00:00.0;6717.0811;4813.0088;3742.1833;1070.8254;7353.3354;4101.5557;2232.9658;1868.5897;5001.1694;0.9844
2024-02-24T00:00:00.0/2024-02-25T00:00:00.0;6781.3784;4798.1108;3491.0513;1307.0596;6729.9028;4028.5215;1901.4332;2127.0881;3914.2812;0.9837
2024-02-25T00:00:00.0/2024-02-26T00:00:00.0;6845.9272;4249.9370;2261.3855;1988.5513;3984.2808;2001.0754;373.1715;1627.9039;727.3759;0.9830
2024-02-26T00:00:00.0/2024-02-27T00:00:00.0;6910.7100;5027.7744;4183.2085;844.5657;8108.1260;3964.8608;2323.0828;1641.7782;3785.5276;0.9823
2024-02-27T00:00:00.0/2024-02-28T00:00:00.0;6975.7603;5018.2690;4023.5842;994.6848;7704.1099;3628.7527;1344.3428;2284.4099;3131.3860;0.9812
2024-02-28T00:00:00.0/2024-02-29T00:00:00.0;7040.9585;4785.7588;3232.9890;1552.7697;5921.9102;4785.7588;3232.9890;1552.7697;5921.9102;0.9806
2024-02-29T00:00:00.0/2024-03-01T00:00:00.0;7106.3140;3957.2610;1510.6436;2446.6174;2586.7905;1621.6329;249.1899;1372.4431;517.1581;0.9799
2024-03-01T00:00:00.0/2024-03-02T00:00:00.0;7171.8638;5042.7510;3535.0723;1507.6788;6322.4170;3467.8762;1959.5316;1508.3445;3584.5305;0.9840
2024-03-02T00:00:00.0/2024-03-03T00:00:00.0;7237.4849;5219.2573;3888.1477;1331.1094;7150.7280;4313.0068;2740.7803;1572.2263;4976.6265;0.9833
2024-03-03T00:00:00.0/2024-03-04T00:00:00.0;7303.2300;5384.3242;4334.9824;1049.3418;8138.8369;5271.6387;4074.7280;1196.9106;7559.8423;0.9826
2024-03-04T00:00:00.0/2024-03-05T00:00:00.0;7369.0166;4942.0029;3100.3862;1841.6167;5427.8232;4940.6162;3099.6509;1840.9653;5423.2773;0.9816
2024-03-05T00:00:00.0/2024-03-06T00:00:00.0;7434.8330;5530.6548;4343.1680;1187.4871;7989.1572;4352.8140;2709.3042;1643.5095;4483.4917;0.9809
2024-03-06T00:00:00.0/2024-03-07T00:00:00.0;7500.7129;5491.7085;4345.4238;1146.2849;7950.4165;5042.7983;3466.7273;1576.0709;6166.8184;0.9851
2024-03-07T00:00:00.0/2024-03-08T00:00:00.0;7566.5449;5708.5649;4586.2451;1122.3197;8341.5576;5260.1694;3726.5256;1533.6437;6597.3091;0.9844
2024-03-08T00:00:00.0/2024-03-09T00:00:00.0;7632.3770;5809.1533;4987.8462;821.3074;9241.2119;5809.1533;4987.8462;821.3074;9241.2119;0.9833
2024-03-09T00:00:00.0/2024-03-10T00:00:00.0;7698.0879;5391.0386;3661.7876;1729.2506;6487.1191;3909.5366;1324.8087;2584.7278;2399.0349;0.9830
2024-03-10T00:00:00.0/2024-03-11T00:00:00.0;7763.7446;5480.2368;3787.9446;1692.2920;6581.2944;5428.0103;3680.9556;1747.0547;6342.4907;0.9823
2024-03-11T00:00:00.0/2024-03-12T00:00:00.0;7829.3530;5165.4727;2972.1577;2193.3149;4969.5034;4722.2915;2189.0435;2533.2478;3663.8362;0.9812
2024-03-12T00:00:00.0/2024-03-13T00:00:00.0;7894.7793;5846.9780;4442.4644;1404.5137;7836.3188;4194.2729;1876.1812;2318.0916;3167.7527;0.9806
2024-03-13T00:00:00.0/2024-03-14T00:00:00.0;7960.1025;5967.1021;4971.6973;995.4050;8775.4688;4313.3745;2408.5981;1904.7764;4291.7808;0.9847
2024-03-14T00:00:00.0/2024-03-15T00:00:00.0;8025.2051;6043.7607;5155.4551;888.3059;9135.4297;5993.1479;5063.7817;929.3661;8858.5010;0.9840
2024-03-15T00:00:00.0/2024-03-16T00:00:00.0;8090.1528;6147.7793;5236.1465;911.6329;9274.8428;6147.7793;5236.1465;911.6329;9274.8428;0.9833
2024-03-16T00:00:00.0/2024-03-17T00:00:00.0;8154.8423;6002.9619;4753.0396;1249.9224;8235.0742;5442.8589;3831.7869;1611.0719;6267.1309;0.9823
2024-03-17T00:00:00.0/2024-03-18T00:00:00.0;8219.3281;5924.2158;4462.3979;1461.8180;7531.1714;4130.0332;2250.1907;1879.8424;3632.3662;0.9812
2024-03-18T00:00:00.0/2024-03-19T00:00:00.0;8283.5195;6134.0498;4920.7510;1213.2988;8453.4434;6015.0444;4669.5513;1345.4934;7725.7959;0.9806
2024-03-19T00:00:00.0/2024-03-20T00:00:00.0;8347.4629;5976.3091;4234.4390;1741.8706;7099.6475;2786.4214;399.5686;2386.8530;806.2655;0.9847
2024-03-20T00:00:00.0/2024-03-21T00:00:00.0;8411.0400;6264.6333;5069.5293;1195.1042;8689.4941;6107.3110;4699.2407;1408.0704;8180.2134;0.9844
2024-03-21T00:00:00.0/2024-03-22T00:00:00.0;8474.3730;6331.1973;5010.6118;1320.5856;8576.9062;6221.6133;4813.0942;1408.5189;7964.0552;0.9833
2024-03-22T00:00:00.0/2024-03-23T00:00:00.0;8537.3428;6381.6748;5205.8853;1175.7894;8773.0166;6018.7925;4340.5073;1678.2850;7326.3105;0.9826
2024-03-23T00:00:00.0/2024-03-24T00:00:00.0;8599.9873;6398.7646;5160.6704;1238.0945;8557.1025;5576.2563;3622.1980;1954.0581;5891.3086;0.9816
2024-03-24T00:00:00.0/2024-03-25T00:00:00.0;8662.2354;6411.0620;5014.6528;1396.4092;8266.9395;5108.6313;2988.1387;2120.4929;4296.6733;0.9809
2024-03-25T00:00:00.0/2024-03-26T00:00:00.0;8724.1309;5772.4585;3333.4021;2439.0566;5198.2090;2415.2183;153.7809;2261.4373;277.1512;0.9799
2024-03-26T00:00:00.0/2024-03-27T00:00:00.0;8785.5928;5842.5176;3611.6611;2230.8564;5321.8535;3406.7708;653.6641;2753.1067;896.2540;0.9844
2024-03-27T00:00:00.0/2024-03-28T00:00:00.0;8846.6592;5218.9517;2201.6396;3017.3120;3274.6821;5117.9634;2103.4709;3014.4927;3114.5728;0.9837
2024-03-28T00:00:00.0/2024-03-29T00:00:00.0;8907.2324;6695.2954;5500.8755;1194.4199;8704.6035;6667.7656;5475.4814;1192.2843;8609.2568;0.9833
2024-03-29T00:00:00.0/2024-03-30T00:00:00.0;8967.3906;6969.3232;6080.8613;888.4621;10177.5977;6937.6182;6015.9160;921.7023;10053.5547;0.9823
2024-03-30T00:00:00.0/2024-03-31T00:00:00.0;9027.1426;6738.6240;5294.3623;1444.2618;8688.3545;6702.3374;5223.4766;1478.8606;8438.4971;0.9812
2024-03-31T00:00:00.0/2024-04-01T00:00:00.0;9086.3633;6180.8257;3986.9761;2193.8496;5980.8262;6120.8413;3886.4321;2234.4089;5805.6987;0.9806
2024-04-01T00:00:00.0/2024-04-02T00:00:00.0;9145.1455;6329.8105;4088.4370;2241.3738;6204.6611;6165.2080;3776.5239;2388.6841;5623.3633;0.9847
2024-04-02T00:00:00.0/2024-04-03T00:00:00.0;9203.3740;6370.2036;4024.7478;2345.4558;6215.7651;6267.3057;3777.9497;2489.3562;5906.6011;0.9840
2024-04-03T00:00:00.0/2024-04-04T00:00:00.0;9261.1289;7208.8408;6331.6929;877.1479;10417.5039;7208.8408;6331.6929;877.1479;10417.5039;0.9830
2024-04-04T00:00:00.0/2024-04-05T00:00:00.0;9318.3086;7277.0078;6449.7900;827.2175;10622.2832;7003.5317;5656.1865;1347.3456;9537.6318;0.9823
2024-04-05T00:00:00.0/2024-04-06T00:00:00.0;9374.9434;7276.3018;6430.7207;845.5814;10512.1123;7276.3018;6430.7207;845.5814;10512.1123;0.9816
2024-04-06T00:00:00.0/2024-04-07T00:00:00.0;9431.0322;7150.6880;6078.3877;1072.3005;9766.0195;7097.1304;5951.6177;1145.5128;9527.9990;0.9757
2024-04-07T00:00:00.0/2024-04-08T00:00:00.0;9486.5752;7006.1348;5727.3833;1278.7515;8930.1826;6992.1104;5707.5278;1284.5825;8875.3926;0.9174
2024-04-08T00:00:00.0/2024-04-09T00:00:00.0;9541.5117;7422.3506;6614.0728;808.2776;10723.4287;7422.3506;6614.0728;808.2776;10723.4287;0.9844
2024-04-09T00:00:00.0/2024-04-10T00:00:00.0;9595.8359;7511.7871;6670.1113;841.6757;10722.3164;7511.7871;6670.1113;841.6757;10722.3164;0.9837
2024-04-10T00:00:00.0/2024-04-11T00:00:00.0;9649.5986;7411.5688;6387.4497;1024.1195;10170.6543;7286.3633;6146.6699;1139.6932;9582.7998;0.9830
2024-04-11T00:00:00.0/2024-04-12T00:00:00.0;9702.6992;7276.0396;5906.6362;1369.4033;9181.2900;7025.0518;5454.1636;1570.8881;8076.2866;0.9819
2024-04-12T00:00:00.0/2024-04-13T00:00:00.0;9755.1992;7167.5562;5543.9155;1623.6410;8511.0156;5661.3965;2341.8396;3319.5569;3433.3350;0.9809
2024-04-13T00:00:00.0/2024-04-14T00:00:00.0;9806.9971;7246.4297;5643.3452;1603.0845;8627.2344;7246.4297;5643.3452;1603.0845;8627.2344;0.9806
2024-04-14T00:00:00.0/2024-04-15T00:00:00.0;9858.1768;7330.6099;5901.0337;1429.5758;9033.1328;7330.6099;5901.0337;1429.5758;9033.1328;0.9851
2024-04-15T00:00:00.0/2024-04-16T00:00:00.0;9908.7354;7258.7769;5467.7280;1791.0491;8245.9414;7251.1392;5459.2480;1791.8911;8204.8379;0.9840
2024-04-16T00:00:00.0/2024-04-17T00:00:00.0;9958.5908;6255.9111;3024.0847;3231.8262;4378.9390;3074.3140;301.5121;2772.8018;455.7313;0.9833
2024-04-17T00:00:00.0/2024-04-18T00:00:00.0;10007.7588;6309.1948;3143.9773;3165.2178;4479.2900;5516.5752;2512.3074;3004.2678;3389.4592;0.9826
2024-04-18T00:00:00.0/2024-04-19T00:00:00.0;10056.2832;7644.4072;6174.4517;1469.9557;9338.4795;7468.9448;5818.9019;1650.0430;8913.8682;0.9816
2024-04-19T00:00:00.0/2024-04-20T00:00:00.0;10104.0801;7462.6089;5577.3662;1885.2428;8330.5547;4010.2546;2108.4180;1901.8367;3447.5627;0.9809
2024-04-20T00:00:00.0/2024-04-21T00:00:00.0;10151.1709;7842.7080;6748.8525;1093.8551;10558.7021;7455.6504;5956.2534;1499.3973;9644.7705;0.9802
2024-04-21T00:00:00.0/2024-04-22T00:00:00.0;10197.5557;7453.5439;5651.1348;1802.4094;8308.6582;5745.6216;2701.1306;3044.4907;4119.2324;0.9795
2024-04-22T00:00:00.0/2024-04-23T00:00:00.0;10243.2461;6464.7427;3402.2849;3062.4578;4508.2432;5294.7705;2202.4897;3092.2810;2896.1016;0.9840
2024-04-23T00:00:00.0/2024-04-24T00:00:00.0;10288.2139;5374.0059;1456.2472;3917.7585;1989.1545;1423.4269;35.1458;1388.2810;105.5968;0.9837
2024-04-24T00:00:00.0/2024-04-25T00:00:00.0;10332.4619;7931.5479;6653.1201;1278.4279;10042.6123;7400.8877;5544.6890;1856.1986;7949.8213;0.9826
2024-04-25T00:00:00.0/2024-04-26T00:00:00.0;10376.0098;7833.8633;6370.0459;1463.8175;9378.7930;6372.8491;3877.9087;2494.9404;6047.1240;0.9816
2024-04-26T00:00:00.0/2024-04-27T00:00:00.0;10418.7998;8029.0688;6924.8276;1104.2411;10594.6357;8029.0688;6924.8276;1104.2411;10594.6357;0.9809
2024-04-27T00:00:00.0/2024-04-28T00:00:00.0;10460.8496;7939.2632;6686.7485;1252.5144;10040.7041;7893.2734;6629.9019;1263.3717;9708.0439;0.9802
2024-04-28T00:00:00.0/2024-04-29T00:00:00.0;10502.1553;8121.0444;7050.2007;1070.8436;10631.1436;8121.0444;7050.2007;1070.8436;10631.1436;0.9795
2024-04-29T00:00:00.0/2024-04-30T00:00:00.0;10542.6807;7632.0322;5693.7324;1938.2998;8209.3896;7620.4429;5687.5000;1932.9430;8157.6309;0.9844
2024-04-30T00:00:00.0/2024-05-01T00:00:00.0;10582.4971;8115.3486;6984.7104;1130.6381;10476.0254;8083.9370;6873.1094;1210.8275;10346.2441;0.9837
2024-05-01T00:00:00.0/2024-05-02T00:00:00.0;10621.5596;7517.0249;5380.5908;2136.4346;7742.0469;6321.9971;3199.6489;3122.3481;5170.5791;0.9830
2024-05-02T00:00:00.0/2024-05-03T00:00:00.0;10659.9062;7660.7920;5741.4102;1919.3816;8177.3433;7387.0952;5386.6909;2000.4041;7403.1021;0.9819
2024-05-03T00:00:00.0/2024-05-04T00:00:00.0;10697.4531;8034.2798;6424.0010;1610.2788;9282.0684;7835.4409;6181.6123;1653.8284;8740.3652;0.9812
2024-05-04T00:00:00.0/2024-05-05T00:00:00.0;10734.2334;8184.7847;6950.7041;1234.0804;10304.0537;6251.6572;3084.0286;3167.6289;5332.2104;0.9806
2024-05-05T00:00:00.0/2024-05-06T00:00:00.0;10770.2422;8170.0347;6916.1113;1253.9231;10333.7568;8170.0347;6916.1113;1253.9231;10333.7568;0.9802
2024-05-06T00:00:00.0/2024-05-07T00:00:00.0;10805.4766;8235.4131;6998.2373;1237.1765;10423.2715;8235.4131;6998.2373;1237.1765;10423.2715;0.9792
2024-05-07T00:00:00.0/2024-05-08T00:00:00.0;10839.9023;8257.8105;7004.2646;1253.5461;10389.7559;7989.0396;6170.3701;1818.6691;9211.3525;0.9788
2024-05-08T00:00:00.0/2024-05-09T00:00:00.0;10873.5869;7991.8330;6174.3965;1817.4370;8909.2422;7065.7666;3844.2861;3221.4807;5482.5845;0.9781
2024-05-09T00:00:00.0/2024-05-10T00:00:00.0;10906.4863;7263.4883;4282.1743;2981.3140;6098.9756;2477.0029;107.6375;2369.3655;182.3543;0.9826
2024-05-10T00:00:00.0/2024-05-11T00:00:00.0;10938.5967;7412.3120;4533.5918;2878.7205;6295.2832;3105.3821;442.8949;2662.4871;819.0868;0.9819
2024-05-11T00:00:00.0/2024-05-12T00:00:00.0;10969.9160;8064.7358;6419.0156;1645.7200;9322.9658;4121.5474;1195.3057;2926.2415;1812.7468;0.9812
2024-05-12T00:00:00.0/2024-05-13T00:00:00.0;11000.4111;8277.5781;6997.3667;1280.2109;10332.8750;8277.5781;6997.3667;1280.2109;10332.8750;0.9809
2024-05-13T00:00:00.0/2024-05-14T00:00:00.0;11030.1475;8389.0244;7202.9370;1186.0874;10711.2188;8389.0244;7202.9370;1186.0874;10711.2188;0.9802
2024-05-14T00:00:00.0/2024-05-15T00:00:00.0;11059.0586;7889.9351;5642.8125;2247.1228;8018.5688;2128.5576;146.2294;1982.3281;608.9585;0.9799
2024-05-15T00:00:00.0/2024-05-16T00:00:00.0;11087.2061;7663.4609;5124.4639;2538.9971;6915.8721;6069.7856;2528.7305;3541.0552;3439.8247;0.9792
2024-05-16T00:00:00.0/2024-05-17T00:00:00.0;11114.5508;7326.8662;4269.5010;3057.3650;5597.8838;4720.5420;1168.1653;3552.3765;1654.9796;0.9785
2024-05-17T00:00:00.0/2024-05-18T00:00:00.0;11141.0566;6929.0298;3538.9272;3390.1025;4569.5444;2679.6816;210.2956;2469.3860;311.7422;0.9833
2024-05-18T00:00:00.0/2024-05-19T00:00:00.0;11166.8037;6432.1035;2642.2561;3789.8474;3371.3367;4446.6655;938.6603;3508.0051;1095.3726;0.9830
2024-05-19T00:00:00.0/2024-05-20T00:00:00.0;11191.7109;7535.6055;4614.4849;2921.1206;6159.5527;7394.6055;4384.3364;3010.2688;5782.3794;0.9826
2024-05-20T00:00:00.0/2024-05-21T00:00:00.0;11215.8516;7175.8472;3858.8848;3316.9624;5115.1299;6968.9399;3511.2844;3457.6558;4741.1250;0.9816
2024-05-21T00:00:00.0/2024-05-22T00:00:00.0;11239.1631;6800.5747;3113.1157;3687.4587;3976.7039;3542.8774;550.9143;2991.9631;811.9269;0.9812
2024-05-22T00:00:00.0/2024-05-23T00:00:00.0;11261.6992;8267.4395;6424.7202;1842.7195;8886.8242;8164.6367;6273.8032;1890.8336;8300.6660;0.9806
2024-05-23T00:00:00.0/2024-05-24T00:00:00.0;11283.3857;8684.4561;7509.1069;1175.3490;11033.1826;8684.4561;7509.1069;1175.3490;11033.1826;0.9802
2024-05-24T00:00:00.0/2024-05-25T00:00:00.0;11304.2988;8831.1094;7790.4810;1040.6284;11504.3535;8831.1094;7790.4810;1040.6284;11504.3535;0.9799
2024-05-25T00:00:00.0/2024-05-26T00:00:00.0;11324.4229;8105.8931;5931.1152;2174.7778;8245.4375;6544.7769;3826.6140;2718.1631;5381.9141;0.9792
2024-05-26T00:00:00.0/2024-05-27T00:00:00.0;11343.7168;7852.6445;5290.0850;2562.5593;7213.8130;4255.7310;1856.5281;2399.2031;2546.7495;0.9788
2024-05-27T00:00:00.0/2024-05-28T00:00:00.0;11362.1934;8683.0234;7518.8525;1164.1710;10982.6865;7871.4526;5574.9243;2296.5283;8913.1191;0.9681
2024-05-28T00:00:00.0/2024-05-29T00:00:00.0;11379.8887;8726.7568;7490.6196;1236.1376;10903.8008;8518.7764;7062.3379;1456.4386;9764.1914;0.9781
2024-05-29T00:00:00.0/2024-05-30T00:00:00.0;11396.7598;8462.5205;6919.5259;1542.9951;9961.7793;8462.5205;6919.5259;1542.9951;9961.7793;0.9778
2024-05-30T00:00:00.0/2024-05-31T00:00:00.0;11412.8701;8464.7646;6949.4834;1515.2816;9968.2500;8193.2930;6256.6572;1936.6354;9026.9844;0.9771
2024-05-31T00:00:00.0/2024-06-01T00:00:00.0;11428.1123;8466.3350;6899.2397;1567.0951;9865.7891;8466.3350;6899.2397;1567.0951;9865.7891;0.9823
