# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-01-01T20:00:00.0/2024-01-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-01T21:00:00.0/2024-01-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-01T22:00:00.0/2024-01-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-01T23:00:00.0/2024-01-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T00:00:00.0/2024-01-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T01:00:00.0/2024-01-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T02:00:00.0/2024-01-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T03:00:00.0/2024-01-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T04:00:00.0/2024-01-02T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T05:00:00.0/2024-01-02T06:00:00.0;2.9441;0.6885;0.0166;0.6719;0.4621;0.5241;0.0011;0.5229;0.0313;0.9250
2024-01-02T06:00:00.0/2024-01-02T07:00:00.0;160.6532;72.1481;27.9864;44.1616;200.3070;47.2953;1.1279;46.1674;9.2679;0.7250
2024-01-02T07:00:00.0/2024-01-02T08:00:00.0;379.4740;226.3475;132.0417;94.3058;481.3198;160.7043;22.6710;138.0334;79.5982;1.0000
2024-01-02T08:00:00.0/2024-01-02T09:00:00.0;550.0132;365.7759;243.9840;121.7919;622.4410;226.2833;16.8459;209.4374;43.5402;1.0000
2024-01-02T09:00:00.0/2024-01-02T10:00:00.0;660.6531;460.8550;326.8096;134.0454;695.8780;240.9828;14.1508;226.8320;30.7553;1.0000
2024-01-02T10:00:00.0/2024-01-02T11:00:00.0;703.8558;500.1093;365.3856;134.7237;730.8160;225.9069;16.3481;209.5588;32.7861;1.0000
2024-01-02T11:00:00.0/2024-01-02T12:00:00.0;676.6773;478.8156;350.7617;128.0539;729.6141;271.9248;30.4440;241.4808;63.8455;1.0000
2024-01-02T12:00:00.0/2024-01-02T13:00:00.0;580.9688;398.1234;282.3916;115.7318;682.8755;266.0344;37.8080;228.2264;90.4624;1.0000
2024-01-02T13:00:00.0/2024-01-02T14:00:00.0;423.2505;267.1475;172.4034;94.7441;567.5242;162.4980;9.0686;153.4294;31.4440;1.0000
2024-01-02T14:00:00.0/2024-01-02T15:00:00.0;214.2674;109.3401;53.8313;55.5087;322.7382;88.8347;17.3469;71.4878;134.0075;1.0000
2024-01-02T15:00:00.0/2024-01-02T16:00:00.0;18.3789;5.7161;0.9699;4.7462;18.8053;5.7161;0.9699;4.7462;18.8053;0.8333
2024-01-02T16:00:00.0/2024-01-02T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T17:00:00.0/2024-01-02T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T18:00:00.0/2024-01-02T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T19:00:00.0/2024-01-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T20:00:00.0/2024-01-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T21:00:00.0/2024-01-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T22:00:00.0/2024-01-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-02T23:00:00.0/2024-01-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T00:00:00.0/2024-01-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T01:00:00.0/2024-01-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T02:00:00.0/2024-01-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T03:00:00.0/2024-01-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T04:00:00.0/2024-01-03T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T05:00:00.0/2024-01-03T06:00:00.0;2.8314;0.7429;0.0344;0.7085;0.9367;0.7429;0.0344;0.7085;0.9367;0.9333
2024-01-03T06:00:00.0/2024-01-03T07:00:00.0;160.3590;80.4108;39.5993;40.8114;289.6144;54.4198;22.9234;31.4964;196.5260;0.7250
2024-01-03T07:00:00.0/2024-01-03T08:00:00.0;379.6565;244.3914;166.8367;77.5547;609.9167;156.3269;59.1452;97.1817;200.2338;1.0000
2024-01-03T08:00:00.0/2024-01-03T09:00:00.0;550.7438;387.9927;294.7099;93.2828;751.3069;384.6562;287.3004;97.3558;729.7587;1.0000
2024-01-03T09:00:00.0/2024-01-03T10:00:00.0;661.9660;482.3667;376.9846;105.3821;801.6503;458.5279;334.0315;124.4964;713.2866;1.0000
2024-01-03T10:00:00.0/2024-01-03T11:00:00.0;705.7455;517.1308;400.0547;117.0761;798.0658;416.5981;167.1501;249.4480;333.8828;1.0000
2024-01-03T11:00:00.0/2024-01-03T12:00:00.0;679.0991;490.7410;367.9708;122.7702;762.4399;314.1574;74.3499;239.8075;151.0509;1.0000
2024-01-03T12:00:00.0/2024-01-03T13:00:00.0;583.8417;406.0973;286.9939;119.1034;690.3296;271.6066;42.6435;228.9631;103.0434;1.0000
2024-01-03T13:00:00.0/2024-01-03T14:00:00.0;426.4630;272.3518;170.6885;101.6633;556.8776;127.7533;3.9439;123.8094;13.7895;1.0000
2024-01-03T14:00:00.0/2024-01-03T15:00:00.0;217.6849;111.6621;50.3626;61.2994;294.5919;79.8316;4.3777;75.4539;22.9526;1.0000
2024-01-03T15:00:00.0/2024-01-03T16:00:00.0;19.7360;6.1615;0.8031;5.3584;14.9495;3.5503;0.0000;3.5503;0.0003;0.8250
2024-01-03T16:00:00.0/2024-01-03T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T17:00:00.0/2024-01-03T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T18:00:00.0/2024-01-03T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T19:00:00.0/2024-01-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T20:00:00.0/2024-01-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T21:00:00.0/2024-01-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T22:00:00.0/2024-01-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-03T23:00:00.0/2024-01-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T00:00:00.0/2024-01-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T01:00:00.0/2024-01-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T02:00:00.0/2024-01-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T03:00:00.0/2024-01-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T04:00:00.0/2024-01-04T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T05:00:00.0/2024-01-04T06:00:00.0;2.7804;0.6727;0.0109;0.6618;0.3287;0.0781;0.0000;0.0781;0.0000;0.9333
2024-01-04T06:00:00.0/2024-01-04T07:00:00.0;160.2115;74.1522;26.8761;47.2760;190.4098;9.4421;0.1815;9.2605;0.9427;0.7250
2024-01-04T07:00:00.0/2024-01-04T08:00:00.0;379.9908;232.0150;132.0739;99.9411;480.3841;181.3555;77.2625;104.0929;256.9346;1.0000
2024-01-04T08:00:00.0/2024-01-04T09:00:00.0;551.6284;373.6009;246.9193;126.6815;627.9975;80.2080;12.1160;68.0919;35.1388;1.0000
2024-01-04T09:00:00.0/2024-01-04T10:00:00.0;663.4318;469.5021;330.4630;139.0390;700.7846;49.5759;0.4956;49.0803;1.0024;1.0000
2024-01-04T10:00:00.0/2024-01-04T11:00:00.0;707.7838;508.6541;366.9213;141.7328;729.8352;417.2196;239.4036;177.8160;474.9767;1.0000
2024-01-04T11:00:00.0/2024-01-04T12:00:00.0;681.6622;487.0772;349.9437;137.1335;722.5582;313.2991;79.1164;234.1827;161.2883;1.0000
2024-01-04T12:00:00.0/2024-01-04T13:00:00.0;586.8464;407.6519;286.2909;121.3610;685.9124;247.7827;40.1779;207.6049;96.0561;1.0000
2024-01-04T13:00:00.0/2024-01-04T14:00:00.0;429.7960;279.0287;184.7129;94.3158;600.3707;150.1303;8.8496;141.2807;27.4670;1.0000
2024-01-04T14:00:00.0/2024-01-04T15:00:00.0;221.2107;120.0323;64.8387;55.1936;384.2251;53.1748;0.2205;52.9543;0.9735;1.0000
2024-01-04T15:00:00.0/2024-01-04T16:00:00.0;21.1775;7.2631;1.6434;5.6197;29.7854;2.3547;0.0000;2.3547;0.0000;0.8167
2024-01-04T16:00:00.0/2024-01-04T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T17:00:00.0/2024-01-04T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T18:00:00.0/2024-01-04T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T19:00:00.0/2024-01-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T20:00:00.0/2024-01-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T21:00:00.0/2024-01-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T22:00:00.0/2024-01-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-04T23:00:00.0/2024-01-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T00:00:00.0/2024-01-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T01:00:00.0/2024-01-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T02:00:00.0/2024-01-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T03:00:00.0/2024-01-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T04:00:00.0/2024-01-05T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T05:00:00.0/2024-01-05T06:00:00.0;2.7486;0.8030;0.1633;0.6397;3.8888;0.8030;0.1633;0.6397;3.8888;0.9333
2024-01-05T06:00:00.0/2024-01-05T07:00:00.0;160.2115;88.2394;58.7087;29.5307;453.5667;88.2394;58.7087;29.5307;453.5667;0.8500
2024-01-05T07:00:00.0/2024-01-05T08:00:00.0;380.4774;256.3479;203.7888;52.5590;747.1077;256.3479;203.7888;52.5590;747.1077;1.0000
2024-01-05T08:00:00.0/2024-01-05T09:00:00.0;552.6667;399.8873;336.6344;63.2529;856.0128;355.2097;252.1046;103.1052;651.2217;1.0000
2024-01-05T09:00:00.0/2024-01-05T10:00:00.0;665.0495;495.0118;422.6169;72.3949;894.5383;418.1487;241.3259;176.8227;503.6381;1.0000
2024-01-05T10:00:00.0/2024-01-05T11:00:00.0;709.9692;531.8214;449.8758;81.9455;892.1142;450.5056;251.7668;198.7388;500.3420;1.0000
2024-01-05T11:00:00.0/2024-01-05T12:00:00.0;684.3649;507.4130;419.7710;87.6420;863.2150;446.0992;299.0761;147.0231;615.8471;1.0000
2024-01-05T12:00:00.0/2024-01-05T13:00:00.0;589.9807;424.2003;340.0693;84.1310;810.3503;296.0314;96.5631;199.4683;221.5506;1.0000
2024-01-05T13:00:00.0/2024-01-05T14:00:00.0;433.2471;291.1569;221.0788;70.0781;713.4689;205.8265;88.1130;117.7135;312.7654;1.0000
2024-01-05T14:00:00.0/2024-01-05T15:00:00.0;224.8423;127.3267;82.2683;45.0584;484.8076;125.7143;79.7336;45.9807;473.8138;1.0000
2024-01-05T15:00:00.0/2024-01-05T16:00:00.0;22.7072;8.2380;2.7665;5.4715;50.0656;8.2380;2.7665;5.4715;50.0656;0.8083
2024-01-05T16:00:00.0/2024-01-05T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T17:00:00.0/2024-01-05T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T18:00:00.0/2024-01-05T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T19:00:00.0/2024-01-05T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T20:00:00.0/2024-01-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T21:00:00.0/2024-01-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T22:00:00.0/2024-01-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-05T23:00:00.0/2024-01-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T00:00:00.0/2024-01-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T01:00:00.0/2024-01-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T02:00:00.0/2024-01-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T03:00:00.0/2024-01-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T04:00:00.0/2024-01-06T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T05:00:00.0/2024-01-06T06:00:00.0;2.7361;0.6852;0.0203;0.6649;0.5707;0.4464;0.0001;0.4463;0.0026;0.9333
2024-01-06T06:00:00.0/2024-01-06T07:00:00.0;160.3599;77.5358;35.0411;42.4947;252.0125;55.1417;15.2073;39.9345;84.8592;0.8500
2024-01-06T07:00:00.0/2024-01-06T08:00:00.0;381.1165;240.2923;158.1306;82.1617;574.7828;197.3754;112.6357;84.7397;421.1622;1.0000
2024-01-06T08:00:00.0/2024-01-06T09:00:00.0;553.8585;385.1185;287.9086;97.2099;729.4684;385.1185;287.9086;97.2099;729.4684;1.0000
2024-01-06T09:00:00.0/2024-01-06T10:00:00.0;666.8184;484.0582;383.2202;100.8379;808.5380;484.0582;383.2202;100.8379;808.5380;1.0000
2024-01-06T10:00:00.0/2024-01-06T11:00:00.0;712.3004;526.1415;427.6819;98.4596;845.2747;526.1415;427.6819;98.4596;845.2747;1.0000
2024-01-06T11:00:00.0/2024-01-06T12:00:00.0;687.2051;507.1289;415.4714;91.6575;851.0851;507.1289;415.4714;91.6575;851.0851;1.0000
2024-01-06T12:00:00.0/2024-01-06T13:00:00.0;593.2422;425.9717;340.1125;85.8593;805.6014;425.9717;340.1125;85.8593;805.6014;1.0000
2024-01-06T13:00:00.0/2024-01-06T14:00:00.0;436.8135;291.2281;213.5894;77.6387;682.3620;291.2281;213.5894;77.6387;682.3620;1.0000
2024-01-06T14:00:00.0/2024-01-06T15:00:00.0;228.5768;125.7274;72.7048;53.0226;414.6876;125.7274;72.7048;53.0226;414.6876;1.0000
2024-01-06T15:00:00.0/2024-01-06T16:00:00.0;24.3284;8.1642;1.6754;6.4888;27.5197;8.1642;1.6754;6.4888;27.5197;0.8000
2024-01-06T16:00:00.0/2024-01-06T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T17:00:00.0/2024-01-06T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T18:00:00.0/2024-01-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T19:00:00.0/2024-01-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T20:00:00.0/2024-01-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T21:00:00.0/2024-01-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T22:00:00.0/2024-01-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-06T23:00:00.0/2024-01-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T00:00:00.0/2024-01-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T01:00:00.0/2024-01-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T02:00:00.0/2024-01-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T03:00:00.0/2024-01-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T04:00:00.0/2024-01-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T05:00:00.0/2024-01-07T06:00:00.0;2.7431;0.6416;0.0023;0.6393;0.0702;0.0915;0.0000;0.0915;0.0000;0.9333
2024-01-07T06:00:00.0/2024-01-07T07:00:00.0;160.6576;74.1213;21.5321;52.5892;147.3416;30.4539;7.5416;22.9122;51.3499;0.8500
2024-01-07T07:00:00.0/2024-01-07T08:00:00.0;381.9084;235.2073;118.9045;116.3028;429.1814;94.1467;11.2294;82.9173;36.4849;1.0000
2024-01-07T08:00:00.0/2024-01-07T09:00:00.0;555.2034;380.5738;229.3715;151.2023;579.3826;87.6050;4.1768;83.4281;10.8636;1.0000
2024-01-07T09:00:00.0/2024-01-07T10:00:00.0;668.7375;480.3365;313.7652;166.5713;659.8939;235.5815;86.8574;148.7241;178.6137;1.0000
2024-01-07T10:00:00.0/2024-01-07T11:00:00.0;714.7756;523.0486;356.0023;167.0464;701.1458;264.6750;94.6269;170.0481;186.0144;1.0000
2024-01-07T11:00:00.0/2024-01-07T12:00:00.0;690.1807;503.9149;345.3874;158.5275;704.3946;242.2296;23.7867;218.4430;47.5075;1.0000
2024-01-07T12:00:00.0/2024-01-07T13:00:00.0;596.6284;424.3228;284.1012;140.2215;669.3519;189.6743;37.7249;151.9494;86.5314;1.0000
2024-01-07T13:00:00.0/2024-01-07T14:00:00.0;440.4926;292.7799;181.4108;111.3691;574.8514;114.3181;28.7650;85.5530;95.2260;1.0000
2024-01-07T14:00:00.0/2024-01-07T15:00:00.0;232.4114;128.8428;61.3389;67.5039;342.8043;52.2530;10.1922;42.0608;72.7076;1.0000
2024-01-07T15:00:00.0/2024-01-07T16:00:00.0;26.0442;9.0202;1.2644;7.7557;19.3651;1.2051;0.0000;1.2051;0.0000;0.7917
2024-01-07T16:00:00.0/2024-01-07T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T17:00:00.0/2024-01-07T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T18:00:00.0/2024-01-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T19:00:00.0/2024-01-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T20:00:00.0/2024-01-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T21:00:00.0/2024-01-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T22:00:00.0/2024-01-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-07T23:00:00.0/2024-01-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T00:00:00.0/2024-01-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T01:00:00.0/2024-01-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T02:00:00.0/2024-01-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T03:00:00.0/2024-01-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T04:00:00.0/2024-01-08T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-01-08T05:00:00.0/2024-01-08T06:00:00.0;2.7696;0.7011;0.0031;0.6980;0.0583;0.7011;0.0031;0.6980;0.0583;0.9333
2024-01-08T06:00:00.0/2024-01-08T07:00:00.0;161.1053;78.5778;28.5315;50.0463;197.8425;75.4792;23.2445;52.2347;168.6015;0.8500
2024-01-08T07:00:00.0/2024-01-08T08:00:00.0;382.8534;243.6737;141.5360;102.1377;511.1527;158.2734;30.0972;128.1762;113.1716;1.0000
2024-01-08T08:00:00.0/2024-01-08T09:00:00.0;556.7012;389.2711;262.1884;127.0828;660.8275;157.8218;44.5447;113.2771;123.5454;1.0000
2024-01-08T09:00:00.0/2024-01-08T10:00:00.0;670.8058;487.7582;350.4390;137.3192;734.9039;112.4418;0.4110;112.0308;0.8223;1.0000
2024-01-08T10:00:00.0/2024-01-08T11:00:00.0;717.3935;528.5327;391.1287;137.4040;767.5027;297.8381;47.6341;250.2040;93.2210;1.0000
