# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2024-03-04T05:00:00.0/2024-03-04T06:00:00.0;125.7539;52.7251;18.1134;34.6117;133.5143;52.7251;18.1134;34.6117;133.5143;0.7583
2024-03-04T06:00:00.0/2024-03-04T07:00:00.0;396.8768;234.4152;133.4674;100.9478;453.0136;234.4152;133.4674;100.9478;453.0136;1.0000
2024-03-04T07:00:00.0/2024-03-04T08:00:00.0;635.2991;429.9465;286.3343;143.6122;621.1814;429.9465;286.3343;143.6122;621.1814;1.0000
2024-03-04T08:00:00.0/2024-03-04T09:00:00.0;824.2812;591.8450;418.6768;173.1683;702.7786;591.8450;418.6768;173.1683;702.7786;1.0000
2024-03-04T09:00:00.0/2024-03-04T10:00:00.0;950.9512;698.4843;499.0812;199.4030;727.0863;698.4843;499.0812;199.4030;727.0863;1.0000
2024-03-04T10:00:00.0/2024-03-04T11:00:00.0;1006.6856;739.6694;516.3479;223.3215;710.5923;739.6694;516.3479;223.3215;710.5923;1.0000
2024-03-04T11:00:00.0/2024-03-04T12:00:00.0;987.6982;713.9781;478.4305;235.5476;670.7550;713.9781;478.4305;235.5476;670.7550;1.0000
2024-03-04T12:00:00.0/2024-03-04T13:00:00.0;895.2983;620.9247;381.3757;239.5490;588.7582;620.9247;381.3757;239.5490;588.7582;1.0000
2024-03-04T13:00:00.0/2024-03-04T14:00:00.0;735.8016;469.0250;242.8234;226.2016;453.6714;469.0250;242.8234;226.2016;453.6714;1.0000
2024-03-04T14:00:00.0/2024-03-04T15:00:00.0;520.0994;281.0597;106.1025;174.9572;275.2979;281.0597;106.1025;174.9572;275.2979;1.0000
2024-03-04T15:00:00.0/2024-03-04T16:00:00.0;262.9147;103.2660;19.4384;83.8275;88.2427;101.8791;18.7029;83.1762;83.6968;1.0000
2024-03-04T16:00:00.0/2024-03-04T17:00:00.0;27.3568;6.6640;0.1948;6.4692;2.9313;6.6640;0.1948;6.4692;2.9313;0.8000
2024-03-04T17:00:00.0/2024-03-04T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-04T18:00:00.0/2024-03-04T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-04T19:00:00.0/2024-03-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-04T20:00:00.0/2024-03-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-04T21:00:00.0/2024-03-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-04T22:00:00.0/2024-03-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-04T23:00:00.0/2024-03-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T00:00:00.0/2024-03-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T01:00:00.0/2024-03-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T02:00:00.0/2024-03-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T03:00:00.0/2024-03-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T04:00:00.0/2024-03-05T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T05:00:00.0/2024-03-05T06:00:00.0;132.1338;62.2372;23.2149;39.0222;166.9857;29.2728;0.9490;28.3238;8.2899;0.7500
2024-03-05T06:00:00.0/2024-03-05T07:00:00.0;403.5672;258.5501;155.3630;103.1871;519.5976;87.6905;11.5751;76.1155;32.0059;1.0000
2024-03-05T07:00:00.0/2024-03-05T08:00:00.0;641.8858;461.4011;325.6818;135.7192;699.1167;167.6678;25.3625;142.3053;50.9909;1.0000
2024-03-05T08:00:00.0/2024-03-05T09:00:00.0;830.6970;627.9444;474.8933;153.0511;790.5458;517.1384;218.0677;299.0707;364.5150;1.0000
2024-03-05T09:00:00.0/2024-03-05T10:00:00.0;957.1411;741.9576;587.8203;154.1373;849.9252;667.5741;420.2227;247.3514;602.4774;1.0000
2024-03-05T10:00:00.0/2024-03-05T11:00:00.0;1012.6099;793.9104;652.9849;140.9256;892.8293;790.4157;646.4539;143.9619;883.9286;1.0000
2024-03-05T11:00:00.0/2024-03-05T12:00:00.0;993.3358;779.2172;657.2059;122.0112;916.1347;603.8572;327.5291;276.3282;456.3246;1.0000
2024-03-05T12:00:00.0/2024-03-05T13:00:00.0;900.6480;698.7091;591.9189;106.7902;909.6151;512.1905;334.7528;177.4377;528.2756;1.0000
2024-03-05T13:00:00.0/2024-03-05T14:00:00.0;740.8823;559.0712;463.9093;95.1619;865.6006;559.0712;463.9093;95.1619;865.6006;1.0000
2024-03-05T14:00:00.0/2024-03-05T15:00:00.0;524.9485;373.2900;294.9657;78.3243;772.9281;344.4383;250.3755;94.0628;629.8563;1.0000
2024-03-05T15:00:00.0/2024-03-05T16:00:00.0;267.5860;162.8369;110.9310;51.9059;542.4653;72.0043;10.1068;61.8975;61.2267;1.0000
2024-03-05T16:00:00.0/2024-03-05T17:00:00.0;29.3976;11.5299;4.2790;7.2510;63.4132;1.4930;0.0000;1.4930;0.0000;0.7917
2024-03-05T17:00:00.0/2024-03-05T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T18:00:00.0/2024-03-05T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T19:00:00.0/2024-03-05T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T20:00:00.0/2024-03-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T21:00:00.0/2024-03-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T22:00:00.0/2024-03-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-05T23:00:00.0/2024-03-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T00:00:00.0/2024-03-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T01:00:00.0/2024-03-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T02:00:00.0/2024-03-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T03:00:00.0/2024-03-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T04:00:00.0/2024-03-06T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T05:00:00.0/2024-03-06T06:00:00.0;138.7557;70.0355;38.4503;31.5852;282.7581;67.6582;33.1615;34.4968;217.4919;0.8583
2024-03-06T06:00:00.0/2024-03-06T07:00:00.0;410.2811;270.5340;198.7167;71.8172;659.2325;270.5340;198.7167;71.8172;659.2325;1.0000
2024-03-06T07:00:00.0/2024-03-06T08:00:00.0;648.4791;470.5707;378.4655;92.1052;805.0521;470.5707;378.4655;92.1052;805.0521;1.0000
2024-03-06T08:00:00.0/2024-03-06T09:00:00.0;837.1036;633.9684;529.9099;104.0585;875.3227;633.9684;529.9099;104.0585;875.3227;1.0000
2024-03-06T09:00:00.0/2024-03-06T10:00:00.0;963.3076;743.2208;626.2529;116.9680;899.7003;683.2295;494.5859;188.6436;715.4900;1.0000
2024-03-06T10:00:00.0/2024-03-06T11:00:00.0;1018.4997;788.9738;657.4615;131.5123;893.3744;645.2823;346.8339;298.4484;471.1140;1.0000
2024-03-06T11:00:00.0/2024-03-06T12:00:00.0;998.9312;768.3555;626.4980;141.8575;867.7626;730.0322;525.7089;204.3233;726.8750;1.0000
2024-03-06T12:00:00.0/2024-03-06T13:00:00.0;905.9520;684.1804;542.1867;141.9937;827.6757;680.2430;530.3452;149.8978;810.5839;1.0000
2024-03-06T13:00:00.0/2024-03-06T14:00:00.0;745.9180;543.2061;412.7925;130.4135;763.9893;492.8731;324.8729;168.0002;588.1744;1.0000
2024-03-06T14:00:00.0/2024-03-06T15:00:00.0;529.7579;356.9220;248.6034;108.3186;643.1824;258.9180;92.3704;166.5476;232.3990;1.0000
2024-03-06T15:00:00.0/2024-03-06T16:00:00.0;272.2268;150.8383;83.4140;67.4243;394.3514;100.4225;11.0489;89.3736;55.0176;1.0000
2024-03-06T16:00:00.0/2024-03-06T17:00:00.0;31.5004;10.9032;2.6722;8.2310;38.0149;9.0663;0.7075;8.3588;10.0651;0.7833
2024-03-06T17:00:00.0/2024-03-06T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T18:00:00.0/2024-03-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T19:00:00.0/2024-03-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T20:00:00.0/2024-03-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T21:00:00.0/2024-03-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T22:00:00.0/2024-03-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-06T23:00:00.0/2024-03-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T00:00:00.0/2024-03-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T01:00:00.0/2024-03-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T02:00:00.0/2024-03-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T03:00:00.0/2024-03-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T04:00:00.0/2024-03-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T05:00:00.0/2024-03-07T06:00:00.0;145.5319;73.8961;36.1828;37.7133;254.3253;64.2545;22.5821;41.6724;161.8884;0.8500
2024-03-07T06:00:00.0/2024-03-07T07:00:00.0;417.0148;280.2468;196.3811;83.8657;639.2092;198.5033;68.2497;130.2537;209.8209;1.0000
2024-03-07T07:00:00.0/2024-03-07T08:00:00.0;655.0757;486.4196;382.6326;103.7870;804.9158;364.1863;165.3469;198.8394;361.1170;1.0000
2024-03-07T08:00:00.0/2024-03-07T09:00:00.0;843.4977;654.6530;542.1909;112.4621;888.2153;514.4087;261.0508;253.3580;424.2034;1.0000
2024-03-07T09:00:00.0/2024-03-07T10:00:00.0;969.4477;767.3594;648.1969;119.1625;924.7546;716.4328;531.9193;184.5135;755.2242;1.0000
2024-03-07T10:00:00.0/2024-03-07T11:00:00.0;1024.3522;815.2103;688.9610;126.2493;930.3391;795.6356;642.5281;153.1075;867.8969;1.0000
2024-03-07T11:00:00.0/2024-03-07T12:00:00.0;1004.4822;795.7338;665.7826;129.9512;916.6864;781.1523;629.3616;151.7906;867.1470;1.0000
2024-03-07T12:00:00.0/2024-03-07T13:00:00.0;911.2084;710.9883;584.4605;126.5277;886.7378;703.6896;568.6624;135.0271;861.3376;1.0000
2024-03-07T13:00:00.0/2024-03-07T14:00:00.0;750.9076;567.7549;452.5813;115.1737;832.0442;565.6036;447.9490;117.6546;824.3442;1.0000
2024-03-07T14:00:00.0/2024-03-07T15:00:00.0;534.5266;378.0896;282.0535;96.0361;724.2219;378.0896;282.0535;96.0361;724.2219;1.0000
2024-03-07T15:00:00.0/2024-03-07T16:00:00.0;276.8362;165.2794;102.7207;62.5587;483.2349;165.2794;102.7207;62.5587;483.2349;1.0000
2024-03-07T16:00:00.0/2024-03-07T17:00:00.0;33.6638;12.9337;4.1015;8.8323;56.8727;12.9337;4.1015;8.8323;56.8727;0.7750
2024-03-07T17:00:00.0/2024-03-07T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T18:00:00.0/2024-03-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T19:00:00.0/2024-03-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T20:00:00.0/2024-03-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T21:00:00.0/2024-03-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T22:00:00.0/2024-03-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-07T23:00:00.0/2024-03-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T00:00:00.0/2024-03-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T01:00:00.0/2024-03-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T02:00:00.0/2024-03-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T03:00:00.0/2024-03-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T04:00:00.0/2024-03-08T05:00:00.0;0.1747;0.0399;0.0035;0.0364;0.0000;0.0399;0.0035;0.0364;0.0000;0.9833
2024-03-08T05:00:00.0/2024-03-08T06:00:00.0;152.3609;83.5072;53.6438;29.8634;389.8073;83.5072;53.6438;29.8634;389.8073;0.8500
2024-03-08T06:00:00.0/2024-03-08T07:00:00.0;423.7649;293.2337;231.9344;61.2992;747.0621;293.2337;231.9344;61.2992;747.0621;1.0000
2024-03-08T07:00:00.0/2024-03-08T08:00:00.0;661.6720;497.5599;421.3673;76.1926;878.1167;497.5599;421.3673;76.1926;878.1167;1.0000
2024-03-08T08:00:00.0/2024-03-08T09:00:00.0;849.8759;663.4469;578.9458;84.5011;941.1409;663.4469;578.9458;84.5011;941.1409;1.0000
2024-03-08T09:00:00.0/2024-03-08T10:00:00.0;975.5585;774.6560;685.1499;89.5061;970.8499;774.6560;685.1499;89.5061;970.8499;1.0000
2024-03-08T10:00:00.0/2024-03-08T11:00:00.0;1030.1648;821.9528;729.6991;92.2537;979.2836;821.9528;729.6991;92.2537;979.2836;1.0000
2024-03-08T11:00:00.0/2024-03-08T12:00:00.0;1009.9865;802.0836;709.5647;92.5189;971.1880;802.0836;709.5647;92.5189;971.1880;1.0000
2024-03-08T12:00:00.0/2024-03-08T13:00:00.0;916.4156;717.9664;628.8628;89.1036;948.3163;717.9664;628.8628;89.1036;948.3163;1.0000
2024-03-08T13:00:00.0/2024-03-08T14:00:00.0;755.8494;576.3310;494.8145;81.5164;903.6991;576.3310;494.8145;81.5164;903.6991;1.0000
2024-03-08T14:00:00.0/2024-03-08T15:00:00.0;539.2536;388.1912;319.0855;69.1056;813.2618;388.1912;319.0855;69.1056;813.2618;1.0000
2024-03-08T15:00:00.0/2024-03-08T16:00:00.0;281.4136;175.1755;127.7012;47.4743;600.1104;175.1755;127.7012;47.4743;600.1104;1.0000
2024-03-08T16:00:00.0/2024-03-08T17:00:00.0;35.8867;15.0092;7.0732;7.9360;98.3764;15.0092;7.0732;7.9360;98.3764;0.7667
2024-03-08T17:00:00.0/2024-03-08T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T18:00:00.0/2024-03-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T19:00:00.0/2024-03-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T20:00:00.0/2024-03-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T21:00:00.0/2024-03-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T22:00:00.0/2024-03-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-08T23:00:00.0/2024-03-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T00:00:00.0/2024-03-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T01:00:00.0/2024-03-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T02:00:00.0/2024-03-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T03:00:00.0/2024-03-09T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T04:00:00.0/2024-03-09T05:00:00.0;0.4859;0.1078;0.0029;0.1049;0.0000;0.0703;0.0000;0.0703;0.0000;0.9750
2024-03-09T05:00:00.0/2024-03-09T06:00:00.0;159.2191;77.4978;38.9030;38.5948;266.5836;39.6430;0.0178;39.6252;0.1740;0.8500
2024-03-09T06:00:00.0/2024-03-09T07:00:00.0;430.5278;275.6659;186.1123;89.5536;587.6325;183.6110;72.1253;111.4857;204.4103;1.0000
2024-03-09T07:00:00.0/2024-03-09T08:00:00.0;668.2646;474.0506;351.1581;122.8925;723.7170;438.6733;283.0103;155.6630;569.2773;1.0000
2024-03-09T08:00:00.0/2024-03-09T09:00:00.0;856.2350;635.8028;488.7646;147.0382;788.1494;556.5394;353.0996;203.4398;581.2616;1.0000
2024-03-09T09:00:00.0/2024-03-09T10:00:00.0;981.6371;740.1147;561.7737;178.3410;791.0481;422.9773;73.0754;349.9019;101.7022;1.0000
2024-03-09T10:00:00.0/2024-03-09T11:00:00.0;1035.9351;777.7533;561.5959;216.1573;749.1688;553.3707;174.3696;379.0012;232.4303;1.0000
2024-03-09T11:00:00.0/2024-03-09T12:00:00.0;1015.4419;748.3924;507.6361;240.7563;690.4359;499.9996;103.0629;396.9367;140.8789;1.0000
2024-03-09T12:00:00.0/2024-03-09T13:00:00.0;921.5717;659.2842;422.4447;236.8395;632.8545;478.7984;120.3938;358.4045;178.8736;1.0000
2024-03-09T13:00:00.0/2024-03-09T14:00:00.0;760.7424;518.1641;313.0581;205.1060;566.7193;356.1628;65.7615;290.4014;117.8709;1.0000
2024-03-09T14:00:00.0/2024-03-09T15:00:00.0;543.9378;334.3170;177.2157;157.1013;444.2265;246.5376;46.6511;199.8865;122.0066;1.0000
2024-03-09T15:00:00.0/2024-03-09T16:00:00.0;285.9583;138.3973;51.7097;86.6876;228.4362;124.0259;33.1461;90.8798;148.9225;1.0000
2024-03-09T16:00:00.0/2024-03-09T17:00:00.0;38.1311;11.4906;1.4129;10.0777;18.1473;9.1272;0.0955;9.0317;1.2266;0.7667
2024-03-09T17:00:00.0/2024-03-09T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T18:00:00.0/2024-03-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T19:00:00.0/2024-03-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T20:00:00.0/2024-03-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T21:00:00.0/2024-03-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T22:00:00.0/2024-03-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-09T23:00:00.0/2024-03-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T00:00:00.0/2024-03-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T01:00:00.0/2024-03-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T02:00:00.0/2024-03-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T03:00:00.0/2024-03-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T04:00:00.0/2024-03-10T05:00:00.0;0.9487;0.1992;0.0052;0.1941;0.0000;0.1992;0.0052;0.1941;0.0000;0.9667
2024-03-10T05:00:00.0/2024-03-10T06:00:00.0;166.1031;69.7329;21.0895;48.6433;133.2558;69.7329;21.0895;48.6433;133.2558;0.8500
2024-03-10T06:00:00.0/2024-03-10T07:00:00.0;437.3000;257.2780;133.9885;123.2895;412.0997;257.2780;133.9885;123.2895;412.0997;1.0000
2024-03-10T07:00:00.0/2024-03-10T08:00:00.0;674.8503;457.0720;287.1654;169.9066;584.3495;457.0720;287.1654;169.9066;584.3495;1.0000
2024-03-10T08:00:00.0/2024-03-10T09:00:00.0;862.5721;623.4376;425.9818;197.4559;680.9930;623.4376;425.9818;197.4559;680.9930;1.0000
2024-03-10T09:00:00.0/2024-03-10T10:00:00.0;987.6807;737.3530;528.9646;208.3884;739.3084;737.3530;528.9646;208.3884;739.3084;1.0000
2024-03-10T10:00:00.0/2024-03-10T11:00:00.0;1041.6605;788.4434;582.9359;205.5074;772.8588;777.9584;557.9061;220.0523;739.8133;1.0000
2024-03-10T11:00:00.0/2024-03-10T12:00:00.0;1020.8466;772.1670;577.4126;194.7544;781.1370;771.7106;576.2448;195.4658;779.5898;1.0000
2024-03-10T12:00:00.0/2024-03-10T13:00:00.0;926.6751;690.0213;511.6383;178.3830;762.0814;690.0213;511.6383;178.3830;762.0814;1.0000
2024-03-10T13:00:00.0/2024-03-10T14:00:00.0;765.5850;549.1140;393.1301;155.9839;707.5472;544.8770;382.3465;162.5305;688.3538;1.0000
2024-03-10T14:00:00.0/2024-03-10T15:00:00.0;548.5784;363.2332;239.4742;123.7590;597.2909;330.3457;177.2966;153.0491;440.8435;1.0000
2024-03-10T15:00:00.0/2024-03-10T16:00:00.0;290.4695;158.1412;82.8352;75.3060;368.4981;153.9808;75.0051;78.9757;339.9278;1.0000
2024-03-10T16:00:00.0/2024-03-10T17:00:00.0;40.4745;14.0438;3.3232;10.7206;41.8745;14.0438;3.3232;10.7206;41.8745;0.7583
2024-03-10T17:00:00.0/2024-03-10T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T18:00:00.0/2024-03-10T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2024-03-10T19:00:00.0/2024-03-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
